"年月","總編號","處理單位","處理編號","年","月","日","時","分","縣市","區","村里","鄰","街道","段","巷","弄","號","公尺處","街道.1","段.1","側","附近","道路","公里","公尺處.1","向","車道","平交道","公里.1","公尺處.2","附近.1","死","受傷","X2.30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","警局","分局","案件類別","事故類別","日期","道路1","道路2","概略位置","lon","lat"
10107,"10107Y00020025","YZA1","10107YZ000040",2012,7,18,10,28,"金門縣","金寧鄉","",NA,"伯玉路","二","",NA,"","","","","","中山林前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",70,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","快慢車道分隔線","有","追撞","未注意車前狀態","Y000","YZ00",1,2,2012-07-18,"伯玉路二段","","金門縣金寧鄉中山林前路段","118.3416148","24.4414563"
10107,"10107Y00020039","YZA1","10107YZ000044",2012,7,23,10,5,"金門縣","金寧鄉","",NA,"環島西路","","",NA,"","","","","","往安岐產業道路",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","側撞","未依規定讓車","Y000","YZ00",1,2,2012-07-23,"環島西路","","金門縣金寧鄉往安岐產業道路","118.3148723","24.4566699"
10107,"10107Y00020028","YZA1","10107YZ000045",2012,7,23,18,20,"金門縣","金寧鄉","",NA,"","","",NA,"","","","","","后沙160號旁產業道路",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","日間自然光線","村里道路",40,"直路","一般車道（未劃分快慢車道）","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","衝出路外","未注意車前狀態","Y000","YZ00",1,2,2012-07-23,"金門縣金寧鄉后沙160號旁產業道路","","金門縣金寧鄉后沙160號旁產業道路","118.364349","24.459145"
10107,"10107Y00020029","YZA1","10107YZ000046",2012,7,23,20,45,"金門縣","金寧鄉","",NA,"慈湖路","一","",NA,"","","","","","12號前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","同向通行中","未注意車前狀態","Y000","YZ00",1,2,2012-07-23,"慈湖路一段","","金門縣金寧鄉12號前路段","118.3117387","24.4416084"
10107,"10107Y00020030","YZA1","10107YZ000047",2012,7,27,7,48,"金門縣","金城鎮","東門里",NA,"伯玉路","一","",NA,"","","","","","00269號路燈桿前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","縣道",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","快慢車道分隔線","有","其他","未注意車前狀態","Y000","YZ00",1,2,2012-07-27,"伯玉路一段","","金門縣金城鎮東門里00269號路燈桿前路段","118.3267756","24.4346914"
10107,"10107Y00020031","YZA1","10107YZ000048",2012,7,28,10,41,"金門縣","金城鎮","",NA,"金山路","","",NA,"","","","","","05641號燈桿前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","縣道",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","未注意車前狀態","Y000","YZ00",1,2,2012-07-28,"金山路","","金門縣金城鎮05641號燈桿前路段","118.3277754","24.4167689"
10107,"10107Y00020032","YZA1","10107YZ000049",2012,7,28,13,3,"金門縣","金寧鄉","",NA,"伯玉路","一","",NA,"","","","","","281之1號前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YZ00",1,2,2012-07-28,"伯玉路一段","","金門縣金寧鄉281之1號前","118.3267756","24.4346914"
10107,"","YZA1","10107YZ000050",2012,7,27,13,20,"金門縣","金城鎮","",NA,"環島西路","一","",NA,"","","","","","與莒光樓旁左側道路路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","禁止雙換車道線（附標記）","未繪設快慢車道分隔線","有","其他","不明原因肇事","Y000","YZ00",3,2,2012-07-27,"環島西路一段","","金門縣金城鎮與莒光樓旁左側道路路口","118.3184801","24.4172073"
10107,"10107Y00020040","YZA1","10107YZ000052",2012,7,31,13,20,"金門縣","金寧鄉","",NA,"伯玉路","一","",NA,"","","","","","307號前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔路口內","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,2012-07-31,"伯玉路一段","","金門縣金寧鄉307號前","118.3267756","24.4346914"
10107,"10107Y00020036","YZA1","10107YZ000053",2012,7,31,18,25,"金門縣","金寧鄉","",NA,"頂林路","","",NA,"","","","","","消防局後方產業道路07632號路燈桿前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","路口交岔撞","未依規定讓車","Y000","YZ00",1,2,2012-07-31,"頂林路","","金門縣金寧鄉消防局後方產業道路07632號路燈桿前路口","118.3246113","24.4625018"
10108,"10108Y00030001","YYA1","10108YY000003",2012,8,3,10,18,"金門縣","金湖鎮","新湖里",NA,"","","",NA,"","","","","","塔后2081號前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"陰","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YY00",1,3,2012-08-03,"金門縣金湖鎮新湖里塔后2081號前路口","","金門縣金湖鎮新湖里塔后2081號前路口","118.417239","24.439798"
10108,"10108Y00020004","YYA1","10108YY000005",2012,8,3,12,5,"金門縣","金湖鎮","",NA,"伯玉路","五","",NA,"","","","","","魯王墓路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"雨","日間自然光線","村里道路",40,"彎曲路及附近","一般車道（未劃分快慢車道）","柏油","濕潤","無缺陷","無障礙物","良好","無號誌","無號誌","窄式無柵欄","未繪設車道線","未繪設快慢車道分隔線","有","撞交通島","未依規定減速","Y000","YY00",1,2,2012-08-03,"伯玉路五段","","金門縣金湖鎮魯王墓路段","118.3897645","24.4505133"
10108,"10108Y00020005","YYA1","10108YY000006",2012,8,5,11,30,"金門縣","金沙鎮","",NA,"陽沙路","","",NA,"","","","","","01728號路燈桿前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"彎曲路及附近","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","彎道","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","撞路樹、電桿","未依規定減速","Y000","YY00",1,2,2012-08-05,"陽沙路","","金門縣金沙鎮01728號路燈桿前","118.432385","24.4814738"
10108,"10108Y00020007","YYA1","10108YY000007",2012,8,6,23,7,"金門縣","金湖鎮","",NA,"瓊徑路","","",NA,"","","經武路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","撞路樹、電桿","未注意車前狀態","Y000","YY00",1,2,2012-08-06,"瓊徑路","經武路","","118.3880485","24.44342822"
10108,"10108Y00010001","YYA1","10108YY000014",2012,8,9,21,15,"金門縣","金沙鎮","",NA,"環島北路","三","",NA,"","","","","","中蘭路段07095號路燈桿處",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","其他","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","其他","未注意車前狀態","Y000","YY00",1,1,2012-08-09,"環島北路三段","","金門縣金沙鎮中蘭路段07095號路燈桿處","118.388325","24.466263"
10108,"10108Y00030008","YYA1","10108YY000018",2012,8,9,5,19,"金門縣","金湖鎮","",NA,"黃海路","","",NA,"","","","","","監理站路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","晨或暮光","村里道路",50,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","衝出路外","酒醉（後）駕駛失控","Y000","YY00",1,3,2012-08-09,"黃海路","","金門縣金湖鎮監理站路段","118.4256931","24.452032"
10108,"10108Y00030004","YYA1","10108YY000021",2012,8,13,18,25,"金門縣","金湖鎮","瓊林里",NA,"伯玉路","三","",NA,"","","","","","日通汽車前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",70,"三岔路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YY00",1,3,2012-08-13,"伯玉路三段","","金門縣金湖鎮瓊林里日通汽車前路口","118.3646755","24.4460136"
10108,"10108Y00020017","YYA1","10108YY000028",2012,8,17,7,24,"金門縣","金沙鎮","西園里",NA,"沙青路","","",NA,"","","","","","金沙消防隊右前路口處",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YY00",1,2,2012-08-17,"沙青路","","金門縣金沙鎮西園里金沙消防隊右前路口處","118.4130838","24.5066188"
10108,"10108Y00020019","YYA1","10108YY000030",2012,8,18,18,28,"金門縣","金沙鎮","",NA,"環島北路","四","",NA,"","","","","","警光會館前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","晨或暮光","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","酒醉（後）駕駛失控","Y000","YY00",1,2,2012-08-18,"環島北路四段","","金門縣金沙鎮警光會館前路段","118.4045085","24.4840105"
10108,"10108Y00030005","YYA1","10108YY000035",2012,8,21,7,22,"金門縣","金沙鎮","何斗里",NA,"","","",NA,"","","","","","07248路燈桿路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,3,2012-08-21,"金門縣金沙鎮何斗里07248路燈桿路段","","金門縣金沙鎮何斗里07248路燈桿路段","118.4017053","24.4674756"
10108,"10108Y00020025","YYA1","10108YY000037",2012,8,21,8,25,"金門縣","金湖鎮","",NA,"太湖路","二","",NA,"","","","","","護國寺右前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","突出（高低）不平","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","側撞","右轉彎未依規定","Y000","YY00",1,2,2012-08-21,"太湖路二段","","金門縣金湖鎮護國寺右前路口","118.4170143","24.4394812"
10108,"10108Y00020028","YYA1","10108YY000039",2012,8,22,7,55,"金門縣","金沙鎮","",NA,"國中路","","",NA,"","","","","","金沙郵局前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,"晴","日間自然光線","村里道路",40,"直路","一般車道（未劃分快慢車道）","其他鋪裝","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","其他","其他引起事故之故障","Y000","YY00",1,2,2012-08-22,"國中路","","金門縣金沙鎮金沙郵局前路段","118.4143889","24.4891988"
10108,"10108Y00020039","YYA1","10108YY000041",2012,8,24,17,31,"金門縣","金沙鎮","",NA,"環島東路","二","",NA,"","","","","","屏東路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YY00",1,2,2012-08-24,"環島東路二段","","金門縣金沙鎮屏東路口","118.4328094","24.4713308"
10108,"10108Y00020031","YYA1","10108YY000042",2012,8,25,10,0,"金門縣","金沙鎮","",NA,"","","",NA,"","","","","","金沙湖畔飯店前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"陰","日間自然光線","村里道路",40,"四岔路","交岔路口內","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","路口交岔撞","未依規定減速","Y000","YY00",NA,NA,2012-08-25,"金門縣金沙鎮金沙湖畔飯店前","","金門縣金沙鎮金沙湖畔飯店前","118.4131317","24.4888973"
10108,"10108Y00030006","YYA1","10108YY000051",2012,8,30,15,40,"金門縣","金湖鎮","",NA,"環島東路","五","",NA,"","","太湖路","三","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",60,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YY00",1,3,2012-08-30,"環島東路五段","太湖路三段","","118.4420085","24.43024947"
10108,"10108Y00020035","YYA1","10108YY000053",2012,8,31,10,32,"金門縣","金湖鎮","",NA,"士校路","","",NA,"","","","","","三角公園前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","其他","開啟車門不當而肇事","Y000","YY00",1,2,2012-08-31,"士校路","","金門縣金湖鎮三角公園前路段","118.4271704","24.4453138"
10108,"10108Y00020001","YZA1","10108YZ000001",2012,8,1,15,50,"金門縣","烈嶼鄉","",NA,"","","",NA,"","","","","","東坑21號前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"彎曲路及附近","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","建築物","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","其他","尚未發現肇事因素","Y000","YZ00",1,2,2012-08-01,"金門縣烈嶼鄉東坑21號前路段","","金門縣烈嶼鄉東坑21號前路段","118.2333908","24.4422512"
10108,"10108Y00020002","YZA1","10108YZ000002",2012,8,2,12,25,"金門縣","金城鎮","西門里",NA,"珠浦西路","","",NA,"","","","","","金門高中側門",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","側撞","起步未注意其他車（人）安全","Y000","YZ00",1,2,2012-08-02,"珠浦西路","","金門縣金城鎮西門里金門高中側門","118.3147803","24.4384226"
10108,"10108Y00020003","YZA1","10108YZ000004",2012,8,2,23,4,"金門縣","金城鎮","",NA,"民生路","","",NA,"36","","","","","土地銀行前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"雨","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"三岔路","交岔口附近","柏油","濕潤","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","其他","未依規定減速","Y000","YZ00",1,2,2012-08-02,"民生路36號","","金門縣金城鎮土地銀行前","118.3190184","24.43575"
10108,"10108Y00020006","YZA1","10108YZ000008",2012,8,6,19,30,"金門縣","金寧鄉","",NA,"環島北路","一","",NA,"","","","","","地政局前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","側撞","迴轉未依規定","Y000","YZ00",1,2,2012-08-06,"環島北路一段","","金門縣金寧鄉地政局前路段","118.3283226","24.4462231"
10108,"10108Y00020037","YZA1","10108YZ000009",2012,8,6,23,55,"金門縣","金寧鄉","后盤村",NA,"瓊安路","","",NA,"","","","","","后沙51號前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","鄉道",50,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","衝出路外","酒醉（後）駕駛失控","Y000","YZ00",1,2,2012-08-06,"瓊安路","","金門縣金寧鄉后盤村后沙51號前","118.343873","24.4603508"
10108,"10108Y00030002","YZA1","10108YZ000010",2012,8,7,0,17,"金門縣","金城鎮","西門里",NA,"民權路","","",NA,"","","民生路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","撞非固定設施","未注意車前狀態","Y000","YZ00",1,3,2012-08-07,"民權路","民生路","","118.318387","24.437086"
10108,"10108Y00030003","YZA1","10108YZ000011",2012,8,8,10,37,"金門縣","金城鎮","",NA,"民生路","","",NA,"72","","","","","大同之家",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","鄉道",40,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,3,2012-08-08,"民生路72號","","金門縣金城鎮大同之家","118.319293","24.438098"
10108,"10108Y00020011","YZA1","10108YZ000012",2012,8,8,21,35,"金門縣","金寧鄉","",NA,"伯玉路","一","",NA,"228","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","側撞","左轉彎未依規定","Y000","YZ00",1,2,2012-08-08,"伯玉路一段228號","","金門縣金寧鄉","118.3267756","24.4346914"
10108,"10108Y00020013","YZA1","10108YZ000013",2012,8,9,12,10,"金門縣","金寧鄉","",NA,"環島北路","二","",NA,"","","","","","07177號燈桿前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","縣道",60,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","其他","未保持行車安全距離","Y000","YZ00",1,2,2012-08-09,"環島北路二段","","金門縣金寧鄉07177號燈桿前路段","118.3537405","24.452631"
10108,"10108Y00020008","YZA1","10108YZ000015",2012,8,10,7,50,"金門縣","金城鎮","",NA,"環島西路","一","",NA,"","","","","","庵前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","違規超車","Y000","YZ00",1,2,2012-08-10,"環島西路一段","","金門縣金城鎮庵前路口","118.3184801","24.4172073"
10108,"10108Y00020009","YZA1","10108YZ000016",2012,8,10,10,45,"金門縣","金城鎮","",NA,"民權路","","",NA,"188","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YZ00",1,2,2012-08-10,"民權路188號","","金門縣金城鎮","118.3197267","24.4385954"
10108,"10108Y00020012","YZA1","10108YZ000017",2012,8,9,0,7,"金門縣","烈嶼鄉","",NA,"九井路","","",NA,"","","","","","09181燈桿前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"彎曲路及附近","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","撞護欄（樁）","酒醉（後）駕駛失控","Y000","YZ00",1,2,2012-08-09,"九井路","","金門縣烈嶼鄉09181燈桿前路段","118.2439073","24.4317335"
10108,"10108Y00020026","YZA1","10108YZ000019",2012,8,10,21,42,"金門縣","金城鎮","",NA,"民生路","","",NA,"","","","","","民權路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,2012-08-10,"民生路","","金門縣金城鎮民權路口","118.3190184","24.43575"
10108,"10108Y00020010","YZA1","10108YZ000020",2012,8,12,10,0,"金門縣","金城鎮","",NA,"環島西路","一","",NA,"1-9","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","同向擦撞","違規超車","Y000","YZ00",1,2,2012-08-12,"環島西路一段1-9號","","金門縣金城鎮","118.3184801","24.4172073"
10108,"","YZA1","10108YZ000022",2012,8,14,0,55,"金門縣","金寧鄉","",NA,"環島北路","二","",NA,"","","","","","07128號路燈桿前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","其他","尚未發現肇事因素","Y000","YZ00",2,2,2012-08-14,"環島北路二段","","金門縣金寧鄉07128號路燈桿前路段","118.3537405","24.452631"
10108,"10108Y00020014","YZA1","10108YZ000023",2012,8,14,12,40,"金門縣","金城鎮","",NA,"光前路","","",NA,"147","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,2012-08-14,"光前路147號","","金門縣金城鎮","118.3142468","24.4339885"
10108,"10108Y00020027","YZA1","10108YZ000024",2012,8,14,8,54,"金門縣","金城鎮","東門里",NA,"","","",NA,"","","","","","東門圓環內",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","日間自然光線","鄉道",40,"圓環","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","車道線（附標記）","未繪設快慢車道分隔線","有","其他","未依規定讓車","Y000","YZ00",1,2,2012-08-14,"金門縣金城鎮東門里東門圓環內","","金門縣金城鎮東門里東門圓環內","118.321386","24.431515"
10108,"10108Y00020015","YZA1","10108YZ000025",2012,8,14,14,9,"金門縣","金寧鄉","",NA,"桃園路","","",NA,"","","環島南路","四","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",60,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,2012-08-14,"桃園路","環島南路四段","","118.361113","24.43672"
10108,"10108Y00020038","YZA1","10108YZ000026",2012,8,14,17,27,"金門縣","金城鎮","",NA,"民權路","","122",NA,"","","","","","口附近",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","側撞","左轉彎未依規定","Y000","YZ00",1,2,2012-08-14,"民權路122巷","","金門縣金城鎮口附近","118.3165347","24.4358149"
10108,"10108Y00020016","YZA1","10108YZ000027",2012,8,15,20,30,"金門縣","金城鎮","",NA,"環島西路","一","",NA,"","","北堤路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"陰","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"三岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","附標記","未繪設車道線","未繪設快慢車道分隔線","有","同向擦撞","未保持行車安全距離","Y000","YZ00",1,2,2012-08-15,"環島西路一段","北堤路","","118.3213944","24.42983234"
10108,"10108Y00020018","YZA1","10108YZ000029",2012,8,17,16,50,"金門縣","金寧鄉","",NA,"伯玉路","二","",NA,"","","","","","中山林前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",70,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","路上翻車、摔倒","未注意車前狀態","Y000","YZ00",1,2,2012-08-17,"伯玉路二段","","金門縣金寧鄉中山林前路段","118.3416148","24.4414563"
