"年月","總編號","處理單位","處理編號","年","月","日","時","分","縣市","區","村里","鄰","街道","段","巷","弄","號","公尺處","街道.1","段.1","側","附近","道路","公里","公尺處.1","向","車道","平交道","公里.1","公尺處.2","附近.1","死","受傷","X2.30","天候","光線","道路類別","速限","道路型態","事故位置","路面鋪裝","路面狀態","路面缺陷","障礙物","視距","號誌種類","號誌動作","分向設施","快車道或一般車道間","快慢車道間","路面邊線","事故類型及型態","主要肇因","警局","分局","案件類別","事故類別","日期","道路1","道路2","概略位置","lon","lat"
10211,"10211Y00020024","YZA1","10211YZ000034",2013,11,20,14,10,"金門縣","金寧鄉","",NA,"伯玉路","二","",NA,"","","","","","盤果路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"四岔路","公車專用道","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","左轉彎未依規定","Y000","YZ00",1,2,2013-11-20,"伯玉路二段","","金門縣金寧鄉盤果路口","118.3416148","24.4414563"
10211,"10211Y00020025","YZA1","10211YZ000035",2013,11,21,18,10,"金門縣","金城鎮","",NA,"民權路","","70",2,"7","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",30,"四岔路","交岔路口內","其他鋪裝","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","路口交岔撞","未依規定讓車","Y000","YZ00",1,2,2013-11-21,"民權路70巷2弄7號","","金門縣金城鎮","118.3120733","24.4331197"
10211,"10211Y00020026","YZA1","10211YZ000036",2013,11,22,10,30,"金門縣","金城鎮","西門里",NA,"珠浦西路","","84",NA,"","","","","","口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","其他鋪裝","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","路口交岔撞","未依規定讓車","Y000","YZ00",1,2,2013-11-22,"珠浦西路84巷","","金門縣金城鎮西門里口","118.3147803","24.4384226"
10211,"10211Y00020028","YZA1","10211YZ000039",2013,11,22,19,55,"金門縣","金寧鄉","",NA,"","","",NA,"","","","","","湖南100之1號前產業道路",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","鄉道",40,"直路","一般車道（未劃分快慢車道）","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","衝出路外","酒醉（後）駕駛失控","Y000","YZ00",1,2,2013-11-22,"金門縣金寧鄉湖南100之1號前產業道路","","金門縣金寧鄉湖南100之1號前產業道路","118.3333092","24.4542622"
10211,"10211Y00020029","YZA1","10211YZ000040",2013,11,22,23,10,"金門縣","金寧鄉","",NA,"大學路","","",NA,"","","","","","綜合大樓旁路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"直路","一般車道（未劃分快慢車道）","水泥","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","側撞","違規超車","Y000","YZ00",NA,NA,2013-11-22,"大學路","","金門縣金寧鄉綜合大樓旁路段","118.325279","24.4466751"
10211,"10211Y00020030","YZA1","10211YZ000041",2013,11,23,9,52,"金門縣","金寧鄉","",NA,"環島北路","一","",NA,"","","","","","鎮西路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"彎曲路及附近","路肩、路緣","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","其他","未依規定減速","Y000","YZ00",1,2,2013-11-23,"環島北路一段","","金門縣金寧鄉鎮西路段","118.3283226","24.4462231"
10211,"10211Y00020031","YZA1","10211YZ000042",2013,11,23,13,17,"金門縣","金寧鄉","",NA,"伯玉路","一","",NA,"","","","","","榜林圓環",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",40,"圓環","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","車道線（無標記）","未繪設快慢車道分隔線","有","其他","未依規定讓車","Y000","YZ00",1,2,2013-11-23,"伯玉路一段","","金門縣金寧鄉榜林圓環","118.3267756","24.4346914"
10211,"10211Y00020032","YZA1","10211YZ000043",2013,11,23,15,35,"金門縣","金寧鄉","榜林村",NA,"伯玉路","一","",NA,"","","","","","榜林圓環內",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"圓環","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","車道線（無標記）","未繪設快慢車道分隔線","有","其他","未依規定讓車","Y000","YZ00",1,2,2013-11-23,"伯玉路一段","","金門縣金寧鄉榜林村榜林圓環內","118.3267756","24.4346914"
10211,"10211Y00020033","YZA1","10211YZ000044",2013,11,25,7,40,"金門縣","金城鎮","西門里",NA,"珠浦西路","","",NA,"","","","","","宏德宮旁路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",30,"四岔路","交岔路口內","柏油","乾燥","有坑洞","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YZ00",1,2,2013-11-25,"珠浦西路","","金門縣金城鎮西門里宏德宮旁路口","118.3147803","24.4384226"
10211,"10211Y00020036","YZA1","10211YZ000048",2013,11,27,11,40,"金門縣","金寧鄉","",NA,"盤果路","","",NA,"","","","","","盤果路伯玉路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","縣道",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","違規超車","Y000","YZ00",1,2,2013-11-27,"盤果路","","金門縣金寧鄉盤果路伯玉路口","118.3423814","24.4390088"
10211,"10211Y00020039","YZA1","10211YZ000051",2013,11,27,21,40,"金門縣","金城鎮","西門里",NA,"民生路","","",NA,"","","民權路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YZ00",1,2,2013-11-27,"民生路","民權路","","118.318387","24.437086"
10211,"10211Y00020043","YZA1","10211YZ000057",2013,11,29,12,8,"金門縣","金寧鄉","",NA,"環島西路","二","",NA,"","","","","","0813號路燈桿附近",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","側撞","違規超車","Y000","YZ00",1,2,2013-11-29,"環島西路二段","","金門縣金寧鄉0813號路燈桿附近","118.3148723","24.4566699"
10211,"10211Y00020044","YZA1","10211YZ000058",2013,11,29,15,35,"金門縣","金寧鄉","",NA,"環島北路","一","",NA,"","","","","","0014號路燈桿附近",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","未注意車前狀態","Y000","YZ00",1,2,2013-11-29,"環島北路一段","","金門縣金寧鄉0014號路燈桿附近","118.3283226","24.4462231"
10211,"10211Y00030004","YZA1","10211YZ000059",2013,11,29,6,15,"金門縣","金城鎮","",NA,"光前路","","",NA,"","","","","","金門高中籃球場前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",50,"其他","其他","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","其他","倒車未依規定","Y000","YZ00",1,3,2013-11-29,"光前路","","金門縣金城鎮金門高中籃球場前","118.3142468","24.4339885"
10211,"10211Y00030003","YZ00","10211YZ000062",2013,11,30,8,50,"金門縣","金寧鄉","榜林村",NA,"環島南路","一","",NA,"","","","","","后湖路口0734燈桿",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YZ00",1,3,2013-11-30,"環島南路一段","","金門縣金寧鄉榜林村后湖路口0734燈桿","118.3345375","24.4189091"
10212,"10212Y00030010","YG01","10212YG010075",2013,12,21,23,40,"金門縣","金寧鄉","",NA,"環島西路","二","",NA,"","","","","","大學路口附近",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",40,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","未繪設快慢車道分隔線","有","倒車撞","倒車未依規定","Y000","YG01",1,3,2013-12-21,"環島西路二段","","金門縣金寧鄉大學路口附近","118.3148723","24.4566699"
10212,"10212Y00020003","YYA1","10212YY000003",2013,12,1,19,33,"金門縣","金湖鎮","",NA,"士校路","","",NA,"","","","","","下莊路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"彎曲路及附近","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","彎道","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","未依規定減速","Y000","YY00",1,2,2013-12-01,"士校路","","金門縣金湖鎮下莊路段","118.4271704","24.4453138"
10212,"10212Y00020004","YYA1","10212YY000005",2013,12,2,16,37,"金門縣","金湖鎮","",NA,"環島南路","三","",NA,"","","瓊義路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",60,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,2013-12-02,"環島南路三段","瓊義路","","118.3762326","24.4440968"
10212,"10212Y00020007","YYA1","10212YY000008",2013,12,5,11,52,"金門縣","金湖鎮","",NA,"士校路","","",NA,"","","","","","太湖二橋路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",NA,NA,2013-12-05,"士校路","","金門縣金湖鎮太湖二橋路口","118.4271704","24.4453138"
10212,"10212Y00030002","YYA1","10212YY000009",2013,12,6,7,55,"金門縣","金湖鎮","",NA,"三多路","","",NA,"","","南機路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","道路工事（程）中","良好","閃光號誌","無動作","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YY00",1,3,2013-12-06,"三多路","南機路","","118.4406486","24.4439697"
10212,"10212Y00030001","YYA1","10212YY000011",2013,12,6,6,18,"金門縣","金湖鎮","",NA,"伯玉路","四","",NA,"","","瓊徑路","","","小徑圓環",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","晨或暮光","村里道路",50,"圓環","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","車道線（無標記）","未繪設快慢車道分隔線","有","撞護欄（樁）","未依規定減速","Y000","YY00",1,3,2013-12-06,"伯玉路四段","瓊徑路","","118.3851529","24.44734108"
10212,"10212Y00020014","YYA1","10212YY000018",2013,12,8,8,25,"金門縣","金湖鎮","",NA,"太湖路","","",NA,"","","黃海路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"圓環","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌（附設行人專用號誌）","正常","無分向設施","車道線（附標記）","未繪設快慢車道分隔線","有","穿越道路中","未注意車前狀態","Y000","YY00",1,2,2013-12-08,"太湖路","黃海路","","118.413177","24.44068908"
10212,"10212Y00020015","YYA1","10212YY000019",2013,12,8,10,35,"金門縣","金沙鎮","",NA,"環島北路","三","",NA,"","","高陽路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YY00",1,2,2013-12-08,"環島北路三段","高陽路","","118.3887036","24.46664488"
10212,"10212Y00020016","YYA1","10212YY000020",2013,12,8,12,20,"金門縣","金湖鎮","",NA,"環島北路","二","",NA,"","","","","","瓊林1963號前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YY00",1,2,2013-12-08,"環島北路二段","","金門縣金湖鎮瓊林1963號前路段","118.3537405","24.452631"
10212,"10212Y00020017","YYA1","10212YY000021",2013,12,8,15,0,"金門縣","金湖鎮","",NA,"","","",NA,"","","","","","榕園停車場入口前路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路上翻車、摔倒","未注意車前狀態","Y000","YY00",1,2,2013-12-08,"金門縣金湖鎮榕園停車場入口前路段","","金門縣金湖鎮榕園停車場入口前路段","118.432298","24.443106"
10212,"10212Y00030004","YY00","10212YY000022",2013,12,9,9,30,"金門縣","金湖鎮","",NA,"太湖路","三","",NA,"","","","","","光華園路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","其他","未注意車前狀態","Y000","YY00",1,3,2013-12-09,"太湖路三段","","金門縣金湖鎮光華園路段","118.4317691","24.4347503"
10212,"10212Y00020018","YYA1","10212YY000023",2013,12,10,7,10,"金門縣","金湖鎮","",NA,"市港路","","",NA,"","","","","","往新市圓環路段1447柱路燈附近",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"陰","日間自然光線","村里道路",50,"直路","慢車道","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","對向擦撞","酒醉（後）駕駛失控","Y000","YY00",1,2,2013-12-10,"市港路","","金門縣金湖鎮往新市圓環路段1447柱路燈附近","118.4099121","24.4348324"
10212,"10212Y00020021","YYA1","10212YY000024",2013,12,10,12,52,"金門縣","金沙鎮","",NA,"光華路","一","",NA,"","","","","","會山寺旁路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YY00",1,2,2013-12-10,"光華路一段","","金門縣金沙鎮會山寺旁路口","118.428921","24.4909929"
10212,"10212Y00020023","YYA1","10212YY000026",2013,12,10,14,59,"金門縣","金湖鎮","",NA,"市港路","","",NA,"33","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","其他","起步未注意其他車（人）安全","Y000","YY00",1,2,2013-12-10,"市港路33號","","金門縣金湖鎮","118.4099121","24.4348324"
10212,"10212Y00020025","YYA1","10212YY000030",2013,12,13,7,26,"金門縣","金湖鎮","",NA,"環島北路","二","",NA,"","","","","","瓊林圓環",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"圓環","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","車道線（無標記）","未繪設快慢車道分隔線","有","其他","未依規定讓車","Y000","YY00",1,2,2013-12-13,"環島北路二段","","金門縣金湖鎮瓊林圓環","118.3537405","24.452631"
10212,"10212Y00020026","YYA1","10212YY000031",2013,12,13,17,10,"金門縣","金湖鎮","",NA,"瓊徑路","","",NA,"","","經武路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"陰","日間自然光線","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","變換車道或方向不當","Y000","YY00",1,2,2013-12-13,"瓊徑路","經武路","","118.3880485","24.44342822"
10212,"","YYA1","10212YY000038",2013,12,15,17,40,"金門縣","金湖鎮","",NA,"自強路","","",NA,"","","中興路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","夜間（或隧道、地下道、涵洞）無照明","村里道路",40,"三岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","不明原因肇事","Y000","YY00",1,4,2013-12-15,"自強路","中興路","","118.4154511","24.44068118"
10212,"10212Y00030005","YYA1","10212YY000043",2013,12,16,17,35,"金門縣","金湖鎮","新湖里",NA,"太湖路","一","",NA,"","","","","","1477路燈前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"雨","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","濕潤","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YY00",1,3,2013-12-16,"太湖路一段","","金門縣金湖鎮新湖里1477路燈前","118.4047483","24.4473343"
10212,"10212Y00030006","YYA1","10212YY000044",2013,12,16,18,5,"金門縣","金湖鎮","正義里",NA,"瓊徑路","","",NA,"","","","","","00568路燈前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","夜間（或隧道、地下道、涵洞）有照明","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","泥濘","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","追撞","未保持行車安全距離","Y000","YY00",1,3,2013-12-16,"瓊徑路","","金門縣金湖鎮正義里00568路燈前","118.3837181","24.4489328"
10212,"","YYA1","10212YY000045",2013,12,17,7,45,"金門縣","金湖鎮","蓮庵里",NA,"","","",NA,"","","","","","東村公車亭前路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"雨","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","濕潤","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,4,2013-12-17,"金門縣金湖鎮蓮庵里東村公車亭前路口","","金門縣金湖鎮蓮庵里東村公車亭前路口","118.446107","24.427219"
10212,"","YYA1","10212YY000046",2013,12,17,10,20,"金門縣","金沙鎮","光前里",NA,"","","",NA,"","","","","","環島東路2段陽沙路路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"雨","日間自然光線","村里道路",60,"四岔路","交岔路口內","柏油","濕潤","無缺陷","無障礙物","良好","閃光號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,4,2013-12-17,"金門縣金沙鎮光前里環島東路2段陽沙路路口","","金門縣金沙鎮光前里環島東路2段陽沙路路口","118.4213083","24.4841071"
10212,"10212Y00020038","YYA1","10212YY000050",2013,12,19,16,58,"金門縣","金沙鎮","",NA,"浦華路","","",NA,"","","","","","內洋往大地1906柱路燈桿路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",50,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","突出（高低）不平","道路工事（程）中","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","其他","未注意車前狀態","Y000","YY00",1,2,2013-12-19,"浦華路","","金門縣金沙鎮內洋往大地1906柱路燈桿路段","118.4550046","24.4639639"
10212,"10212Y00020039","YYA1","10212YY000052",2013,12,20,10,50,"金門縣","金湖鎮","",NA,"伯玉路","四","",NA,"","","瓊徑路","","","小徑圓環路段",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",60,"圓環","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","車道線（無標記）","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,2013-12-20,"伯玉路四段","瓊徑路","","118.3851529","24.44734108"
10212,"10212Y00030009","YYA1","10212YY000053",2013,12,21,14,20,"金門縣","金湖鎮","",NA,"太湖路","二","",NA,"","","自強路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","行車管制號誌","正常","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","違反號誌管制或指揮","Y000","YY00",1,3,2013-12-21,"太湖路二段","自強路","","118.4150341","24.44011257"
10212,"10212Y00020041","YYA1","10212YY000055",2013,12,22,11,10,"金門縣","金湖鎮","",NA,"","","",NA,"","","","","","料羅新村182號旁路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",40,"四岔路","交岔路口內","柏油","乾燥","無缺陷","其他障礙物","建築物","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","無","路口交岔撞","未依規定讓車","Y000","YY00",1,2,2013-12-22,"金門縣金湖鎮料羅新村182號旁路口","","金門縣金湖鎮料羅新村182號旁路口","118.435404","24.417319"
10212,"10212Y00020042","YYA1","10212YY000056",2013,12,22,13,10,"金門縣","金湖鎮","",NA,"環島南路","四","",NA,"","","","","","漁村路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",50,"四岔路","交岔口附近","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","附標記","未繪設車道線","快慢車道分隔線","有","同向擦撞","左轉彎未依規定","Y000","YY00",1,2,2013-12-22,"環島南路四段","","金門縣金湖鎮漁村路口","118.40101","24.438041"
10212,"","YYA1","10212YY000058",2013,12,22,18,50,"金門縣","金湖鎮","",NA,"","","",NA,"","","","","","信義新村37號旁",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y000","YY00",1,4,2013-12-22,"金門縣金湖鎮信義新村37號旁","","金門縣金湖鎮信義新村37號旁","118.410361","24.435293"
10212,"10212Y00020045","YYA1","10212YY000060",2013,12,25,6,59,"金門縣","金湖鎮","",NA,"經武路","","",NA,"","","","","","1182路燈前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,"晴","日間自然光線","村里道路",60,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無標記","未繪設車道線","未繪設快慢車道分隔線","有","同向擦撞","未保持行車安全間隔","Y000","YY00",1,2,2013-12-25,"經武路","","金門縣金湖鎮1182路燈前","118.3875082","24.4434136"
10212,"","YYA1","10212YY000066",2013,12,24,8,30,"金門縣","金湖鎮","",NA,"伯玉路","四","",NA,"","","","","","1152號路燈前",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,"晴","日間自然光線","村里道路",70,"直路","一般車道（未劃分快慢車道）","柏油","乾燥","無缺陷","無障礙物","樹木、農作物","無號誌","無號誌","無標記","未繪設車道線","快慢車道分隔線","有","其他","起步未注意其他車（人）安全","Y000","YY00",3,2,2013-12-24,"伯玉路四段","","金門縣金湖鎮1152號路燈前","118.3798588","24.4470039"
10212,"","YYA1","10212YY000068",2013,12,23,10,59,"金門縣","金湖鎮","",NA,"環島東路","五","",NA,"","","","","","西村路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"晴","日間自然光線","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","路口交岔撞","未依規定讓車","Y000","YY00",1,4,2013-12-23,"環島東路五段","","金門縣金湖鎮西村路口","118.446814","24.4338343"
10212,"10212Y00020054","YYA1","10212YY000069",2013,12,27,17,37,"金門縣","金湖鎮","",NA,"環島南路","五","",NA,"","","","","","與太湖路二段3巷路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","晨或暮光","村里道路",60,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","其他","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,2013-12-27,"環島南路五段","","金門縣金湖鎮與太湖路二段3巷路口","118.4239844","24.4324232"
10212,"10212Y00020055","YYA1","10212YY000073",2013,12,28,11,30,"金門縣","金湖鎮","",NA,"環島南路","四","",NA,"","","","","","漁村路口",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,"晴","日間自然光線","村里道路",50,"四岔路","交岔路口內","柏油","乾燥","無缺陷","無障礙物","良好","無號誌","無號誌","無分向設施","未繪設車道線","未繪設快慢車道分隔線","有","側撞","未依規定讓車","Y000","YY00",1,2,2013-12-28,"環島南路四段","","金門縣金湖鎮漁村路口","118.40101","24.438041"
10212,"","YYA1","10212YY000077",2013,12,29,17,15,"金門縣","金沙鎮","",NA,"環島東路","一","",NA,"","","沙青路","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Y000","YY00",1,4,2013-12-29,"環島東路一段","沙青路","","118.410413","24.490468"
